product_url	name	description	image_url	category	price
"http://www.cocktail.uk.com/shop/products/product.asp?ID=398"	"Wine T-Shirt Bottle Covers (Mr Wine Buff - Were £2.99)"	"Tiny little t-shirts fit for wine bottles of most sizes! Ideal for birthdays, weddings, anniversary's & for bring a bottle parties these fun little garnments fit snuggly over your bottle of wine."	"http://www.cocktail.uk.com/images/shop/products/924.jpg"	"For Her"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=398"	"Wine T-Shirt Bottle Covers (Birthday Boozing - Were £2.99)"	"Tiny little t-shirts fit for wine bottles of most sizes! Ideal for birthdays, weddings, anniversary's & for bring a bottle parties these fun little garnments fit snuggly over your bottle of wine."	"http://www.cocktail.uk.com/images/shop/products/924.jpg"	"For Her"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=399"	"Ring Bottle Opener (X Large 24mm)"	"Never fear your bottle opener ring is here! Always at hand this opener ring fits snugly on your finger and opens bottles with ease."	"http://www.cocktail.uk.com/images/shop/products/925.jpg"	"Bottle Openers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=399"	"Ring Bottle Opener (Large 23mm)"	"Never fear your bottle opener ring is here! Always at hand this opener ring fits snugly on your finger and opens bottles with ease."	"http://www.cocktail.uk.com/images/shop/products/925.jpg"	"Bottle Openers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=403"	"Muddler"	"200mm wooden cocktail muddler. Colour brown"	"http://www.cocktail.uk.com/images/shop/products/1765.jpg"	"Bar Essentials"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=405"	"Sani-Dry Shelf Liner (3mtr)"	"To protect your glassware when on the shelf. Can be cut to your required size. Size approx 600mm x 3mtr. Colour = Clear"	"http://www.cocktail.uk.com/images/shop/products/947.jpg"	"Behind The Bar"	"14.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=293"	"Dealer Visor"	"Classic dealer visor as used in poker nights etc"	"http://www.cocktail.uk.com/images/shop/products/2638.jpg"	"Miscellaneous Gambling"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=217"	"Wooden Wine Racks (2x5 Hole in Dark Oak)"	"Choose from either one of our four stock racks or have a quality rack made to your own requirements. Literally any size!!!"	"http://www.cocktail.uk.com/images/shop/products/472.jpg"	"Wine Racks & Stands"	"12.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=406"	"Hammer Bottle Opener"	"Get hammered with our new hammer style bottle opener! This quality weighty unit also doubles up as a hammer!"	"http://www.cocktail.uk.com/images/shop/products/956.jpeg"	"Novelty"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=399"	"Ring Bottle Opener (Medium 21mm)"	"Never fear your bottle opener ring is here! Always at hand this opener ring fits snugly on your finger and opens bottles with ease."	"http://www.cocktail.uk.com/images/shop/products/925.jpg"	"Bottle Openers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=399"	"Ring Bottle Opener (Small 19mm)"	"Never fear your bottle opener ring is here! Always at hand this opener ring fits snugly on your finger and opens bottles with ease."	"http://www.cocktail.uk.com/images/shop/products/925.jpg"	"Bottle Openers"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=412"	"Homer Simpson Talking Bottle Opener (Was £6.99 (Red))"	"Activated as you open the bottle, Homer shouts from the top his voice 'hhhhmmmmm beeeeer' then the pour of beer as Homer laughs. Finally Homer shouts 'Yes oh yes wooooaaa' Supplied complete with batteries and made from durable hard plastic."	"http://www.cocktail.uk.com/images/shop/products/985.jpg"	"Gifts & Gadgets"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=413"	"Big Party Poppers (Bag of 3)"	"Wanna make a real mess with confetti-like pieces of foil? This little fella use a spring mechanism to eject shed loads of foil in the air. to operate simply twist the base. Bag of 3. (Does not use any fireworks)."	"http://www.cocktail.uk.com/images/shop/products/988.jpg"	"Streamers, Poppers & Confetti"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=415"	"Hurricane Air Hockey (mayfair)"	"Bring a touch of the games arcade to your home with the superb full-size 7ft HURRICANE air hockey table. If you like it big, this is as big as it gets!"	"http://www.cocktail.uk.com/images/shop/products/1702.gif"	"Miscellaneous Games Room"	"599.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=416"	"10 in 1 Multiplay Games Table"	"Fantastic fun for the whole family, this great table solves the dilemma of getting bored with just one game to play. Table Football, Air Hockey, Backgammon, Skittles, Shuffleboard, Chess, Chequers, Table Tennis, Pool, Playing Cards are all included, and they pack away neatly inside the unit when not in use. "	"http://www.cocktail.uk.com/images/shop/products/1006.jpg"	"Miscellaneous Games Room"	"249.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Smirnoff - DISCONTINUED)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Tetley's - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Jim Beam - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Murphy's - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Johnnie Walker)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Carlsberg)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Black & White - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Newcastle Brown Ale)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Bell's - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Perrier - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=419"	"Bar Mirrors (Headache  - SALE Was £9.99)"	"A collection of pine framed mirrors measuring approx 275mm x 380mm (inc frame). Frames measure approx 38mm."	"http://www.cocktail.uk.com/images/shop/products/4873.jpg"	"Bar Mirrors"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=420"	"Twisted Plastic Shot Glass (Bag of 6)"	"These brilliant little shooter glasses will hold 2 lots of 25ml in one clear plastic shot glass with the added 'twist' that the liquids curve around each other giving a great impressive palatable effect."	"http://www.cocktail.uk.com/images/shop/products/1024.jpg"	"Novelty"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (300 Set - Was £69.99)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"49.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=424"	"Guinness Salt & Pepper Set (SALE Was £9.99)"	"Gift pack of ceramic salt & peppers."	"http://www.cocktail.uk.com/images/shop/products/1035.jpg"	"Guinness"	"6.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=426"	"Guinness Address Book"	"Pocket sized Guinness address book with Guinness related quotes and facts in the front."	"http://www.cocktail.uk.com/images/shop/products/1039.jpg"	"Guinness"	"7.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=427"	"Frosty Shots"	"Pack of 4 acrylic double walled shot glasses filled with sterilised water. Place them upside down in the freezer until frozen. Take out and fill with your desired spirit for the perfect ice cold shots."	"http://www.cocktail.uk.com/images/shop/products/1043.jpg"	"Novelty"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=428"	"Luxury Games"	"Super quality games table."	"http://www.cocktail.uk.com/images/shop/products/1045.jpg"	"Poker Tables"	"1999.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=430"	"Silver Plated Wine Drip Stopper"	"Silver plated drip stopper makes pouring smooth and steady with no spillage. The last drop always runs back into the bottle. Gift boxed."	"http://www.cocktail.uk.com/images/shop/products/3952.jpg"	"Other Wine Stuff"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=51"	"Plastic  Half Yard of Ale (Pack of 3)"	"Perfect for breaking the ice at any party. Made from break resistant plastic this can be used over and over again."	"http://www.cocktail.uk.com/images/shop/products/124.jpeg"	"Novelty"	"11.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=431"	"Sprintz Shot Glass Game (Main Set inc 2 Glasses)"	"Race your friends and see who can obtain the fastest time with this great new shot glass game!"	"http://www.cocktail.uk.com/images/shop/products/1059.jpg"	"Novelty"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=323"	"Wetstop Bar Runners (Coor's)"	"These are no ordinary bar towels, made from 100% nitrale rubber with 100% polyester pile top, these mats offers 100% quality."	"http://www.cocktail.uk.com/images/shop/products/1596.jpg"	"Guinness"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=317"	"Waiters Trays (Foster's)"	"Standard pub size waiters trays made from tin."	"http://www.cocktail.uk.com/images/shop/products/1067.jpg"	"Bar Essentials"	"5.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=433"	"Coca Cola Toothpick Dispenser"	"Compact Coca Cola branded toothpick dispenser."	"http://www.cocktail.uk.com/images/shop/products/1069.jpg"	"Coca Cola"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=435"	"Jack Daniels Hip Flask Set"	"Stainless steel hip flask presented in a top quality wooden box with two branded shot glasses a funnel and a free 5cl bottle of Jack Daniels."	"http://www.cocktail.uk.com/images/shop/products/1075.jpg"	"Jack Daniels Gifts"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=439"	"Signature Champagne Flutes (4)"	"Gift box of 4 elegant champagne flutes. Will hold approx 170ml"	"http://www.cocktail.uk.com/images/shop/products/1081.jpg"	"Cocktail & Wine"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=445"	"Glass Chess Drinking Game"	"Glass chess board with 32 pieces that can hold shots of your favourite tipple. Gift boxed."	"http://www.cocktail.uk.com/images/shop/products/1091.jpg"	"Board Games"	"14.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=449"	"Jack Daniels Leather Hip Flask"	"Stainless steel hip flask with quality brown leather trim. Gift boxed and complete with funnel."	"http://www.cocktail.uk.com/images/shop/products/1100.jpg"	"Jack Daniels Gifts"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=39"	"Flashing Shot Glass 4pk (SALE Was £4.99)"	"Head back, down the hatch and slam the shooter on the table. On doing this the clear plastic glass will flash red by the use of an LED.   (hand wash only)."	"http://www.cocktail.uk.com/images/shop/products/109.jpeg"	"Novelty"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=214"	"Glasses with Logos (Courage Cockerel Blue)"	"A range of different pub glasses with various logos etc."	"http://www.cocktail.uk.com/images/shop/products/878.jpg"	"Pub Glassware"	"1.50"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=455"	"Shocking Roulette"	"This is a test of nerves. Place your finger in one of the victim slots and start the Shocking Roulette lights running. It will select one of the victims to receive a shock to the system !! Great fun - Do you dare?  Gift boxed - Requires 3x AAA batteries (included)."	"http://www.cocktail.uk.com/images/shop/products/1116.jpg"	"Novelty"	"11.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=57"	"Novelty Ice Trays (Blue Dolphins)"	"Add some enjoyment to your drinks with a choice of different ice mould trays."	"http://www.cocktail.uk.com/images/shop/products/112.jpg"	"Novelty"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=57"	"Novelty Ice Trays (Red Love Hearts)"	"Add some enjoyment to your drinks with a choice of different ice mould trays."	"http://www.cocktail.uk.com/images/shop/products/112.jpg"	"Novelty"	"1.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=458"	"Guinness Pint Money Box"	"Quality ceramic money box in the shape of a pint glass! Gift boxed."	"http://www.cocktail.uk.com/images/shop/products/1123.jpg"	"Guinness"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=459"	"Guinness Toucan Ceramic Jug"	"Lovely crafted toucan ceramic jug, made to the highest quality this official Guinness product would make a lovely gift as it also comes in a gift box."	"http://www.cocktail.uk.com/images/shop/products/1135.jpg"	"Guinness"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (300 Set - Was £99.99)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"39.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (500 Set - Was £119.99)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"59.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (1000 Set - No cards included)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"99.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (25x Yellow 2s)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (25x Red 5s)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (25x Blue 10s)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (25x Green 25s)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=460"	"Luxury Numbered Suited Chips (25x Black 100s)"	"Super smart aluminium chip case available in either 300 or 500 capacity. Includes quality clay style 11.5gm 'suited' poker chips like the ones used in real casinos, 2pks 'Jackpot Poker' playing cards, dealer button and 5 poker dice."	"http://www.cocktail.uk.com/images/shop/products/5344.jpg"	"Poker Chips"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=461"	"Alcopops - The Pop Music Drinking Game"	"The UK's Number One 'Pop Music' Drinking Game! Get to the top of the charts before your friends do in Alcopops!"	"http://www.cocktail.uk.com/images/shop/products/1138.jpg"	"Board Games"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=462"	"The Cannabis Trip (Was £19.99)"	"The Cannabis Trip - The chilled spliff rolling game! You need to get some stash fast and the only way to get it is to go on The Cannabis Trip!"	"http://www.cocktail.uk.com/images/shop/products/1144.jpg"	"Sales"	"14.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=463"	"Bar Neon Sign (Was £119.99)"	"Bar neon sign for home or commercial use."	"http://www.cocktail.uk.com/images/shop/products/5024.jpg"	"Commercial Neon Signs"	"89.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x White)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Red)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Blue)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Green)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Black)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Purple)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Grey)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Yellow)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Pink)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (25x White 1s)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (25x Red 5s)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (25x Green 25s)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (25x Blue 50s)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (25x Black 100s)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=467"	"Simpsons Water Dispenser"	"Simpson's Water dispenser featuring Blinkey the Nuclear Fish."	"http://www.cocktail.uk.com/images/shop/products/1177.jpg"	"Simpsons Stuff"	"14.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=468"	"The Tipla Tower"	"New improved 'tower' type of game where some of the blocks have a forfeit on them! The unlucky (or lucky) picker of one of the 6 blocks that says 'Down in one' will have to er...... DOWN THE CHOSEN DRINK IN ONE ! Gift boxed."	"http://www.cocktail.uk.com/images/shop/products/1181.jpg"	"Drinking Games"	"10.00"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=470"	"Fake Fags Stickers (1x20)"	"Pack of 20 fun stickers to replace the government health warnings on your cigarettes."	"http://www.cocktail.uk.com/images/shop/products/1820.jpg"	"Novelty"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=471"	"Illuminating Coffee Table (Standard)"	"Winner of Most Innovative New Product award at Top Drawer 2000  STAINLESS STEEL - TOUGHENED GLASS. Independently controlled illuminating table top and down light. Built in power connection. Select your own colours with Interchangeable filters or choose graphics for the table top. Standard model 1140X770mm or sizes to customer specification."	"http://www.cocktail.uk.com/images/shop/products/1191.jpg"	"Other Furniture"	"1500.00"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=471"	"Illuminating Coffee Table (Union Jack)"	"Winner of Most Innovative New Product award at Top Drawer 2000  STAINLESS STEEL - TOUGHENED GLASS. Independently controlled illuminating table top and down light. Built in power connection. Select your own colours with Interchangeable filters or choose graphics for the table top. Standard model 1140X770mm or sizes to customer specification."	"http://www.cocktail.uk.com/images/shop/products/1191.jpg"	"Other Furniture"	"1500.00"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=475"	"Booze Fridge (SALE Was £129.99)"	"Smart modern style home beer, wine or whatever you want to chill, chiller! Ideal for home bars, BBQs, parties or even by the bed!"	"http://www.cocktail.uk.com/images/shop/products/1234.jpg"	"Fridges & Chillers"	"109.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=394"	"Stella Artois Glass (Box of 12 Glasses)"	"A uniquely shaped glass with the Stella Artois logo embossed in the glass. This glass is nucleated (etched) to maintain the head of the pint. Limited stock."	"http://www.cocktail.uk.com/images/shop/products/914.jpg"	"Pub Glassware"	"24.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=477"	"Voice Pad (Blue)"	"The Voice Pad is simply the most exciting thing to happen to a Greeting Card in years!!!!"	"http://www.cocktail.uk.com/images/shop/products/1213.jpg"	"Gifts & Gadgets"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=478"	"Twister Duvet Cover (Queen Size)"	"The much loved game we all played as kids is now available in 'adult' version! Bring on The Twister Duvet Cover..."	"http://www.cocktail.uk.com/images/shop/products/4446.jpg"	"Gifts & Gadgets"	"29.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=477"	"Voice Pad (Purple)"	"The Voice Pad is simply the most exciting thing to happen to a Greeting Card in years!!!!"	"http://www.cocktail.uk.com/images/shop/products/1213.jpg"	"Gifts & Gadgets"	"3.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=479"	"Beer Belt"	"Hold a six-pack without your hands! Our fully adjustable beer belt allows for hands free convenience while keeping your precious beer at no further than an arm’s length."	"http://www.cocktail.uk.com/images/shop/products/1216.jpg"	"Novelty"	"4.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=480"	"Magnetic Fridge Bottle Opener"	"Superb polished stainless steel bottle opener that magnetically sticks to your fridge!"	"http://www.cocktail.uk.com/images/shop/products/1218.jpg"	"Bottle Openers"	"19.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=149"	"Dice Poker Chips (25x Orange)"	"Super smart aluminium chip case includes either 300 or 500 of our best selling 11.5gm 'Dice' style poker chips and 2x packs of playing cards."	"http://www.cocktail.uk.com/images/shop/products/5342.jpg"	"Poker Chips"	"2.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=481"	"Doyle Brunson's Super System Book"	"A whopping 606 pages for just £24.95!!"	"http://www.cocktail.uk.com/images/shop/products/1224.jpg"	"Gambling Books"	"24.95"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=73"	"Stainless Steel Bar Measures (175ml)"	"Made from top quality 18-8 stainless steel these professional measures are used by all top barmen, available in 25ml, 35ml, 50ml, and a massive 125ml."	"http://www.cocktail.uk.com/images/shop/products/179.jpg"	"Bar Essentials"	"8.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=485"	"Worst-Case Scenario Handbook (Travel)"	"Worst case scenario survival handbooks - step by step guide on how to survive the worst that could happen. "	"http://www.cocktail.uk.com/images/shop/products/1235.jpg"	"Gifts & Gadgets"	"9.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=157"	"Professional Bottle Coolers (120 Bottle Unit with Sliding Doors - Delivery upto 7 Days)"	"Large capacity 'Gamko' integral coolers with internal lighting. Innovative, maintenance free cooling system. (Pic is 218 bottle unit)."	"http://www.cocktail.uk.com/images/shop/products/333.jpeg"	"Fridges & Chillers"	"674.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=421"	"Royal Flush Poker Chips (500 Set - Was £99.99)"	"For those of you a little more serious about you poker, these 'picture' chips with denominations are ideal!"	"http://www.cocktail.uk.com/images/shop/products/5356.jpg"	"Sales"	"69.99"
"http://www.cocktail.uk.com/shop/products/product.asp?ID=125"	"Party Poppers (12 Pack)"	"A party would be useless without them!"	"http://www.cocktail.uk.com/images/shop/products/293.jpeg"	"Other Party Stuff"	"1.00"
